doc_id	paragraph_id	fr-ge
2350	57	„Seine rassistische, islamfeindliche, frauenfeindliche, ultraliberale Rede, seine Rehabilitierung der schlimmsten Gestalten unserer jüngeren Geschichte breitet sich aus, mit der blinden oder vermeintlichen Komplizenschaft derer, die ihm ständig nach dem Mikrofon greifen oder ihm Plattformen bieten. »
2350	59	„Wir haben eine historische Verantwortung“
2350	61	„Faschistische Gruppen bekommen Flügel und verstärken ihre Misshandlungen“
2350	63	Nichts wirklich Neues also im abgedroschenen Diskurs dieser französischen extremen Linken, die nie patriotische Reden unterstützt hat.
2350	65	Am 5. Dezember ist es die feindliche Freiheitsbewegung, die dem Patrioten Zemmour gegenübersteht, der die Nation vor den Trümmern der Identität retten will, und vergeblich versucht, ihn zum Schweigen zu bringen.
2351	3	Er stempelt auf der Stelle. Erschüttert wie eine Orangina, sabbert und würgt er. Verliert den Schlaf, wird paranoid und trägt sogar in den Salons des Élysée kugelsichere Westen.
2351	5	Jean-Britt ist sehr besorgt, als ihr Liebhaber während seiner unerwarteten Stimmungsschwankungen zusammenhanglose Bemerkungen macht. „Ilelle“ zitterte, als der Junge rülpste, dass er diese ungeimpften französischen Bastarde bis zum Äußersten ärgern würde. Und alle, die seine Gifte nicht mehr wollen. Die Gegenreaktion könnte schrecklich sein!
2351	7	Wer will diese Puppe noch?
2351	9	Der Horror, wenn seine Sponsoren der Neuen Weltordnung ihm den gleichen Schweinetrick vorspielten wie in Hollandouille! Wenn man bedenkt, dass es eher gegrillt ist als ein Holzkohle-Merguez.
2351	10	Macron: Exil oder Gefängnis?
2351	12	Weil wir als Schwule in der Präsidentschaft weder festgefahren noch puritanisch sind, haben wir uns schließlich daran gewöhnt. Aber ein zurückgebliebener Teenager, eine temperamentvolle Marionette, bei der ein Succubus mit undefinierbarem Geschlecht die Fäden zieht, das würde die Leute am Ende zum Reden bringen. Vor allem, wenn „normale“ Einwechselspieler vor das Tor drängeln.
2351	14	Trotz der abfälligen Bemerkungen und Sticheleien von Trump, Putin, Bolsonaro, Erdogan und sogar einigen afrikanischen Zaunkönigen war es dem Tyrannen gelungen, die Illusion aufrechtzuerhalten, er sei ein internationales Schwergewicht. Er glaubte, dass dies die Abneigung und Verachtung kompensieren könnte, die er bei den Franzosen auslöst. Aber hier ist es… Seit er den Führer in der Eurokratur spielen wollte, haben sich Demütigungen und Ausflüchte vervielfacht.
2351	16	Staats- und Regierungschefs haben keine Zeit, ihn zu empfangen, die Menge überhäuft ihn mit Buh- und Hohnrufen, die Abgeordneten bewerfen ihn mit seinen 4 Wahrheiten, und Journalisten weigern sich, sich auf den Vorwand der im Voraus vereinbarten Fragen und Antworten einzulassen, und ziehen es vor, zu gehen. Der Despot beginnt, die reale Welt neu zu entdecken. Weit entfernt von dem Gebrüll seines Hofes, dem Lärm seiner Medien und seinen „Unterstützern“, die sich unter den Unterbrechungen der Show rekrutierten.
2351	18	Sicherlich kann ihn niemand daran hindern, sich selbst zu vertreten. Aber lass ihn vorher gut überlegen. Mit nur seinen Ersparnissen als Kapital, ohne die bedingungslose Unterstützung der Medien-Lügner und Meinungsforscher-Trickster, würde er nicht weiter als ins Gefängnis gehen, da er dabei seine Immunität verloren hat.
2351	20	Zumal der Ersatz bereits gefunden wurde. Attali, der Attila der Neuzeit, prophezeite es: „Das nächste Mal wird es eine echte Frau sein. „Und da wir bezweifeln können, dass er Marine oder Sandrine ausgewählt hat …
2351	22	Seine Rettung würde im Flug liegen!
2351	24	McKinsey hatte den Fahrplan festgelegt: Ende 2021 verschwindet die Pangolin-Grippe, Anfang 2022 folgt eine leichte Erkältung, und im Frühjahr verkündet der Dirigent dank seiner klugen Entscheidungen und seiner unbändigen Energie, dass die das Böse ist gestürzt.
2351	26	Mit dem Bonus des Versprechens, dass wir bei den griechischen Kalendern noch einmal über die Nazi-Pässe sprechen werden. Vermisst, die tollwütigen Schafe grasen nicht mehr auf diesem bitteren Gras!
2351	28	Macronescu weiß, dass ihn die von unabhängigen Instituten, der Schweiz und Belgien, durchgeführten Umfragen in einer Bandbreite von 10 bis 12 % platzieren. Während sich Éric, dicht gefolgt von Marine, um 16 – 18 % entwickelt.
2351	30	Es bleibt jedoch eine Chance für den Despoten, dem Gefängnis und der Demütigung zu entgehen, im Salatwagen unter den Buhrufen und Spucken der Menge davonzufahren.
2351	32	Er könnte sich sogar die schöne Rolle geben: Er spielt den tapferen Ritter, indem er erklärt, dass er es nach einiger Überlegung aufgegeben hat, sich selbst zu vertreten, weil Jean-Brizitte zu unzufrieden mit der gegen „ilelle“ entfesselten Verleumdungskampagne ist. Und konnte all diese Gemeinheiten nicht mehr fünf Jahre ertragen.
2352	3	"Mit Joe Biden sind die Spannungen zwischen Russland und den Vereinigten Staaten stärker als während des Kalten Krieges und mit dem Konflikt in der Ukraine verschärft. Warum ist die demokratische Regierung so scharf auf Russland? In meinem neusten Buch Sind wir am Ende der Geschichte angelangt? (VA Éditions, 2021) erklärte ich, warum Donald Trump, weit über Reagan und sogar Nixon hinaus, der von westlichen Intelligenzijas und den Mainstream-Medien am meisten verachtete und verschmähte amerikanische Präsident war. Sein rauer, grober, aggressiver ""populistischer"" Stil war fachmännisch ausgearbeitet. Ein echter ""Hund beim Kegelspiel"", der alle politischen und diplomatischen Codes durcheinanderwirbelt, was die wohlmeinenden Eliten stark schockiert. Allerdings war der ehemalige Mieter des Weißen Hauses vielleicht der „unabhängigste“ und „systemfeindlichste“ Präsident in der amerikanischen Geschichte. Sein unaufhörlicher Kampf gegen die politische Korrektheit sowie gegen sein eigenes und mächtiges Establishment, gegen Wind und Gezeiten bzw. gegen Hurrikane und Tsunamis und das Einhalten seiner Wahlversprechen (sehr selten heutzutage…), machte die ganze Popularität dieses Politikers unkonventionell und unprofessionell mit ""Peripherie Amerika"". Somit wurde Trump ungeniert unterschätzt. Er war weder ein „Verrückter“ noch ein „Clown“, wie ihn viele uns gegenüber beschreiben wollten. Zugegeben, er war ein Ignorant in internationalen Beziehungen, aber er war weit davon entfernt, ein Idiot zu sein! An die Spitze der ersten Macht der Welt gelangt man nicht, wenn man ein finsterer Idiot ist! Der realitätsverbundene ehemalige Geschäftsmann aus New York zeichnete sich durch Verhandlungskunst und die Einschätzung von Machtverhältnissen aus. Als guter Manager (im amerikanischen Stil natürlich) wusste er sich sehr gut zu umgeben. Er war auch ein reiner Realist. Ein Nationalist sicherlich, aber ein Nicht-Interventionist, der nicht länger wollte, dass die Vereinigten Staaten verrückte Summen ausgeben, um sich in das Weltgeschehen einzumischen und meistens den Zauberlehrling spielen, wie wir es in den letzten Jahrzehnten gesehen haben."
2354	3	Dies ist das letzte Mal, dass ich als Bürger in einem Meinungsartikel über Covid-Nachrichten spreche. Erstens, weil die westliche politische Medienmacht ein anderes Schreckgespenst als COVID gefunden hat, um ihre Bevölkerung zu erschrecken. Denn obwohl ich hypersensiblen Lesern von Quebec das Recht einräume, sich zu beschweren und zu versuchen, diejenigen zu zensieren, die nicht wie sie denken, überlasse ich anderen das Vergnügen, sich unter dem ekelerregenden Deckmantel der Tugend feige einschüchtern zu lassen. Ich überlasse daher die Kontroverse den Polemikern, nicht ohne einen abschließenden Kommentar zu den Nachrichten abzugeben, der durch eine allgemeinere Reflexion ergänzt wird.
2354	5	Die Situation in der Ukraine
2354	7	Ich beginne mit einer kurzen Bemerkung zum russisch-ukrainischen Krieg. Der aufgewachte und moralisierende Westen verliert sich wieder einmal in der Cancel-Kultur, indem er alles storniert, was direkt oder indirekt mit Russland zu tun hat, und indem er russische Konsumgüter, russische Hockeyspieler, russische Symphonieorchester in Vladimir Cheese Fries amalgamiert. Man muss wirklich naiv sein, um zu glauben, dass der Stopp des Wodka-Verkaufs im SAQ und die Verhinderung russischer Teenager, World Juniors zu spielen, irgendetwas an der Militärstrategie des Putin-Clans ändern wird. Abgesehen davon, erbärmliche, demonstrierende Tugend zu machen und Konformisten das Gefühl zu geben, auf der richtigen Seite der Geschichte zu stehen, wird das den Schmilblick nicht voranbringen!
2354	9	Ich ermutige die Leser nachdrücklich, sich diesen Vortrag von John Mearsheimer[1] anzuschauen, Professor für Politikwissenschaft an der University of Chicago und Spezialist für amerikanische Außenpolitik, der mit einer anderen Erzählung die Besonderheiten der russischen Krise erklärt – unter anderem auf Ukrainer andere Dinge auf die Missachtung des Machtgleichgewichts seitens der Vereinigten Staaten und des atlantischen Lagers. Neben Mearsheimers Vortrag ist der ARTE-Bericht mit dem Titel „Die Rückkehr des Bären“ sehr aufschlussreich im Hinblick auf russische Beweggründe in der Außenpolitik.
2354	11	Zusammenfassend lässt sich sagen, dass der Wunsch, die Ukraine in die NATO aufzunehmen, ein Land, das an Russland grenzt und mit ihm eine lange ethnische und kulturelle Geschichte teilt, ein Beispiel westlicher Aggression gegenüber Russland ist, die massiv unter dem Radar unserer Medien hindurchgeht. Natürlich sind militärische Aktionen immer schrecklich und umso mehr zu verurteilen, wenn sie die Zivilbevölkerung betreffen. Die aktuelle Offensive von Wladimir Putin ist daher völkerrechtlich nicht hinnehmbar. Aber ist es mehr als die Offensiven der Ukraine seit 2014 im Rahmen des Donbass-Krieges? Ist es mehr als die amerikanische Invasion im Irak im Jahr 2003? Auch diese Ereignisse forderten zivile Todesopfer, ohne jedoch den Zorn westlicher Wohlmeinung zu erregen.
2354	13	"Sind die Russen die gefährlichen außer Kontrolle geratenen Aggressoren, die mutwillig Jagd auf die Ukraine machen, wie wir von morgens bis abends in den Nachrichten dargestellt werden? Wenden sie stattdessen das Prinzip der Selbstverteidigung ihrer strategischen geopolitischen Positionen an? Die Realität ist kein amerikanischer Western und sie ist sicherlich viel weniger simpel als die, die seit einer Woche in unseren ""offiziellen"" Presseorganen beschrieben wird."
2354	14	Die Verantwortungslosigkeit der Medien
2354	16	Ich glaube, dass die Inkompetenz der Medien ihren Höhepunkt erreicht hat. In einer Zeit, in der die Wissenschaft die Eindämmungsstrategie der meisten westlichen Länder[3] in Frage stellt und ernsthafte Fragen zur Sicherheit der Impfstoffe aufwirft, die uns immer als sicher und wirksam verkauft wurden[4], richtet sich die Aufmerksamkeit der Medien jetzt auf etwas anderes und COVID scheint nicht mehr zu existieren. Wie André Bercoff es ausdrückt, sollte Putin einen Nobelpreis für Medizin erhalten, weil er COVID in weniger als einer Woche verschwinden ließ, was lebensrettende Arzneimittel in zwei Jahren anstrengender Bemühungen nicht geschafft haben.
2354	18	Ich hoffe, dass wachsame Quebecer nicht auf die Falle tappen und ihrem Motto treu bleiben, indem sie sich noch lange an das katastrophale Gesundheitsmanagement der Legault-Regierung erinnern. Was mich betrifft, ist alles rund um COVID noch lange nicht abgeschlossen. Daher erscheint es mir wichtig, es nicht unter den Teppich zu kehren und ein weiteres Wort darüber zu verlieren.
2354	20	Nehmen wir zum Beispiel, wie die Medien den sogenannten „Freiheitskonvoi“ behandelten. Wie konnten sie nur so schlecht über die Trucker-Demonstration in Ottawa berichten? Hunderte Millionen Dollar an Lohnsubventionen für die Medien und „COVID-Anzeigen“ allein können eine solche Haltung des journalistischen Korps nicht erklären.
2354	22	Mehrere Medien (nicht alle, das sollte angemerkt werden) gaben ohne Nuancen die Tiraden von Premierminister Trudeau weiter, der behauptete, die Demonstranten seien weiße Rassisten, Transphobe, Homophobe, Frauenfeinde, rechtsextreme Neonazi-Gruppen, Lerche! Sogar die angesehene Chantal Hébert trat in den Tanz ein, indem sie auf ernsthafte Weise, ohne die üblichen Überprüfungen, die Worte einer Person weitergab, die sich aus Ironie und Spott gegenüber Justin Trudeau als „weiße Supremacistin“ bezeichnete. Das sagt alles!
2354	24	Wie konnten sie Trudeau auf seinen Streifzügen folgen und einen größtenteils feierlichen und friedlichen Protest als eine Versammlung ausgeben, die die Sicherheit der Nation bedroht? Wenn die Journalisten ihre Arbeit überhaupt gemacht hätten, hätte es die kafkaeske Einführung und Rücknahme des Notstandsgesetzes nie gegeben, weil die Regierung von vornherein zu stark in die Kritik geraten wäre. Trösten wir uns, all dies offenbart nur noch deutlicher die Politik der Übertreibung, des Regierens durch Angst und des Missbrauchs des Notstandsbegriffs, den die politische und mediale Macht seit zwei Jahren propagiert. Der Aplaventrismus und die Lügen der Mainstream-Medien sind so krass geworden, dass schwer abzusehen ist, wie sie ihre Glaubwürdigkeit auf lange Sicht bewahren werden.
2354	26	Seit Beginn der Gesundheitskrise sind die Massenmedien die Sprecher, sogar die Verstärker des offiziellen Diskurses der Behörden, die immer versuchen, diejenigen zu diskreditieren, die sich anders äußern. Der kürzlich erschienene Artikel von Nicholas de Rosa über ein Interview, das Éloïse Boies mit drei Wissenschaftlern aus Quebec geführt hat, ist ein gutes Beispiel für diese untergrabende Arbeit der sogenannten Unterstützer der Wahrheit[7]. Was ist mit dem Abgang von Francine Pelletier von der Zeitung Le Devoir oder dem von Stéphan Bureau von Radio-Canada im Jahr 2021? Der Journalismus in Quebec ist alles andere als gesund, und immer mehr Menschen bemerken dies.
2354	28	Folglich werden viele Bürger, insbesondere jüngere, unweigerlich zu Nachrichtenplattformen abwandern, die sie, sagen Sie mir, nicht für Idioten halten, es sei denn, unsere Regierungen verabschieden Gesetze, um alternative Nachrichtenseiten zu schließen und soziale Medien insgesamt zu zensieren. Offensichtlich sind alternative Informationen nicht fehlerfrei. Kein Medium kann absolute Objektivität beanspruchen. Gefälschte Nachrichten und sachliche Fehler werden weiterhin zu sehen sein, sowohl in alternativen als auch in Mainstream-Medien.
2355	3	Auf Biotox und Facelifts geschossen, aufgeschwollen auf Kortison, menschenfeindlich, irrational schwul, autistisch, krebskrank, brutal, obsessiv, sehr ängstlich vor Schamanen, parkinsonisch, total durchgeknallt, am Revolverhelden-Gang-Syndrom leidend… Im Laufe der Jahrzehnte haben wir Wladimir zugeschrieben Putin, all die Fehler, all die körperlichen und psychischen Krankheiten und mehr, seit dem NATO/Russland-Konflikt … Und in der grauen Umgebung ist es Here, der uns erfreut.
